,Address,City,County,FRS Id,Facility Id,Facility Name,Is_Direct_Emitter,Is_Supplier,Latest Reported Industry Type (sectors),Latest Reported Industry Type (subparts),Latitude,Longitude,Parent Company,Parent Ownership %,Primary NAICS Code,State,Unnamed: 0,Last Reporting Year,Zip Code,Total Direct Emissions,Total Supplier Emissions,Total Emissions,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply ,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.
439,5240 JELLISON ROAD 4 1/2 MI S.,BILLINGS,YELLOWSTONE COUNTY,110013946766.0,1000477,BILLINGS CITY LANDFILL,Yes,No,Waste,HH,45.722949,-108.543015,SOLID WASTE DIV CITY OF BILLINGS MONTANA,100.0,562212.0,MT,106020,2023,59101.0,1900016.75,0.0,1900016.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900016.75,0.0,0.0,0.0,0.0,0.0
440,2708 Iris Road NE,Rio Rancho,SANDOVAL COUNTY,110043970174.0,1000478,Sandoval County Landfill,Yes,No,Waste,HH,35.3071,-106.6228,COUNTY OF SANDOVAL NEW MEXICO,100.0,562212.0,NM,106021,2023,87144.0,1000927.0,0.0,1000927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000927.0,0.0,0.0,0.0,0.0,0.0
441,116 N. Main St.,Owensville,GIBSON COUNTY,110071160792.0,1000479,"Community Natural Gas Co., Inc.",No,Yes,,NN-LDC,38.272555,-87.691397,COMMUNITY NATURAL GAS CO INC,100.0,221210.0,IN,106022,2023,47665.0,0.0,639843.5,639843.5,0.0,0.0,0.0,0.0,639843.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,670 NORTH MAIN STREET,SOCIETY HILL,DARLINGTON COUNTY,110000353992.0,1000480,GALEY & LORD SOCIETY HILL,Yes,No,Other,C,34.527778,-79.833333,GALEY & LORD INDUSTRIES LLC,100.0,313311.0,SC,40594,2015,29593.0,165309.266,0.0,165309.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165309.266,0.0,0.0,0.0,0.0,0.0
443,2950 East I 20,ODESSA,Ector,110071160718.0,1000481,Quail Run Energy Center,Yes,No,Power Plants,"C,D",31.8414,-102.315,STARWOOD CAPITAL GROUP LLC,100.0,221112.0,TX,106023,2023,79766.0,7000191.528,0.0,7000191.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000191.528,0.0,0.0,0.0,0.0,0.0
444,4515 Euphrates River Valley Road,FORT DRUM,JEFFERSON COUNTY,110071159538.0,1000482,ReEnergy Black River LLC,Yes,No,Power Plants,"C,D",44.0361,-75.7712,REENERGY BLACK RIVER LLC,100.0,221117.0,NY,106024,2023,13602.0,672848.34,0.0,672848.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672848.34,0.0,0.0,0.0,0.0,0.0
445,3863 S SH 60,WHARTON,Wharton,110071160719.0,1000483,Colorado Bend I,Yes,No,Power Plants,D,29.2878,-96.0683,COLORADO BEND 1 POWER LLC,100.0,221112.0,TX,106025,2023,77488.0,11843947.26,0.0,11843947.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11843947.26,0.0,0.0,0.0,0.0,0.0
446,390 STATE RTE 11,HUNLOCK CREEK,Luzerne,110038122260.0,1000484,Hunlock Unit 4,Yes,No,Power Plants,D,41.2033,-76.0683,UGI CORP,100.0,221112.0,PA,106026,2023,18621.0,118381.95999999999,0.0,118381.95999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118381.95999999999,0.0,0.0,0.0,0.0,0.0
447,5120 PHILLIP RD,ROSEVILLE,Placer,110070090551.0,1000485,Roseville Energy Park,Yes,No,Power Plants,D,38.7926,-121.3823,ROSEVILLE ELECTRIC,100.0,221112.0,CA,106027,2023,95747.0,2428582.378,0.0,2428582.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2428582.378,0.0,0.0,0.0,0.0,0.0
448,6335 WELD COUNTY RD 19,Fort Lupton,Weld,110027250294.0,1000486,Spindle Hill Energy Center,Yes,No,Power Plants,"C,D",40.0914,-104.8819,INVENERGY LLC,51.0,221112.0,CO,106028,2023,80621.0,2518093.96,0.0,2518093.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2518093.96,0.0,0.0,0.0,0.0,0.0
449,3046 West Liberty Avenue,TONTITOWN,Washington,110070923604.0,1000487,Harry D. Mattison Power Plant,Yes,No,Power Plants,D,36.1855,-94.2841,AMERICAN ELECTRIC POWER CO INC,100.0,221112.0,AR,106029,2023,72762.0,941094.2880000001,0.0,941094.2880000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941094.2880000001,0.0,0.0,0.0,0.0,0.0
450,525 N PARK DR,CANNON FALLS,Goodhue,110037417097.0,1000488,Cannon Falls Energy Center,Yes,No,Power Plants,"C,D",44.5364,-92.9147,INVENERGY LLC,51.0,221112.0,MN,106030,2023,55009.0,1513410.206,0.0,1513410.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513410.206,0.0,0.0,0.0,0.0,0.0
451,6625 S. Yuma Road,Golden Valley,Mohave,110071160722.0,1000489,Black Mountain Generating Station,Yes,No,Power Plants,D,35.0361,-114.1594,UNS ENERGY CORP,100.0,221112.0,AZ,106031,2023,86413.0,606309.456,0.0,606309.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606309.456,0.0,0.0,0.0,0.0,0.0
452,2665 SEASIDE BOULEVARD,LONG BEACH,Los Angeles,110035420112.0,1000490,Long Beach Generating Station,Yes,No,Power Plants,D,33.7641,-118.2248,ARCLIGHT ENERGY PARTNERS FUND VII LP,100.0,221112.0,CA,106032,2023,90802.0,356251.18200000003,0.0,356251.18200000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356251.18200000003,0.0,0.0,0.0,0.0,0.0
453,10800 S. CHICAGO ROAD,OAK CREEK,Milwaukee,110070813491.0,1000491,Elm Road Generating Station,Yes,No,Power Plants,"C,D",42.8445,-87.829,WEC Energy Group Inc,84.0,221112.0,WI,106033,2023,53154.0,81445927.662,0.0,81445927.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81445927.662,0.0,0.0,0.0,0.0,0.0
454,10311 CEMENT PLANT ROAD,BROOKSVILLE,Hernando,110060280075.0,1000492,Florida Power Development,Yes,No,Power Plants,C,28.5814,-82.4303,"Florida Power Development (FPD), LLC",100.0,221112.0,FL,31966,2014,34605.0,792546.614,0.0,792546.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792546.614,0.0,0.0,0.0,0.0,0.0
455,1400 HANLEY DRIVE,JONESBORO,Craighead,110001699323.0,1000493,City Water & Light - City of Jonesboro,Yes,No,Power Plants,"C,D",35.8481,-90.7257,CITY WATER & LIGHT PLANT OF THE CITY OF JONESBORO ARKANSAS,100.0,221112.0,AR,106034,2023,72403.0,620372.926,0.0,620372.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620372.926,0.0,0.0,0.0,0.0,0.0
456,9640 EASTPORT ROAD,JACKSONVILLE,Duval,110000362018.0,1000496,Cedar Bay Generating Co. LP,Yes,No,Power Plants,C,30.4219,-81.6079,CEDAR BAY OPERATING SERVICES INC,100.0,221112.0,FL,49097,2016,32218.0,8278998.934,0.0,8278998.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8278998.934,0.0,0.0,0.0,0.0,0.0
457,1632 REA RD,CRESTON,Union,110018867993.0,1000498,Summit Lake,Yes,No,Power Plants,"C,D",41.1141,-94.3499,CENTRAL IOWA POWER COOPERATIVE,100.0,221112.0,IA,106035,2023,50801.0,122674.58799999999,0.0,122674.58799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122674.58799999999,0.0,0.0,0.0,0.0,0.0
458,,ROCKDALE,Milam,110007197853.0,1000499,Sandow Station,Yes,No,Power Plants,"C,D",30.5681,-97.0614,Vistra Energy Corp,100.0,221112.0,TX,65276,2018,76567.0,67019633.622,0.0,67019633.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67019633.622,0.0,0.0,0.0,0.0,0.0
459,3862 Depot Road,Hayward,Alameda,110039570540.0,1000501,Russell City Energy Company LLC,Yes,No,Power Plants,D,37.6341,-122.1326,CPN MANAGEMENT LP,100.0,221112.0,CA,106036,2023,94545.0,5589037.88,0.0,5589037.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5589037.88,0.0,0.0,0.0,0.0,0.0
460,4801 SCHNEIDMAN ROAD,PADUCAH,Mccracken,110040573484.0,1000502,Paducah Power Systems Plant 1,Yes,No,Power Plants,D,37.0339,-88.6161,PADUCAH POWER SYSTEM,100.0,221112.0,KY,40610,2015,42003.0,64905.44,0.0,64905.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64905.44,0.0,0.0,0.0,0.0,0.0
461,9602 BAYPORT,PASADENA,Harris,110035420746.0,1000503,Clear Lake Cogeneration,Yes,No,Power Plants,D,29.6255,-95.067,CALPINE CORP,100.0,221112.0,TX,57215,2017,77507.0,2016738.628,0.0,2016738.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016738.628,0.0,0.0,0.0,0.0,0.0
462,3221 5TH AVE SOUTH,TEXAS CITY,Galveston,110005109710.0,1000504,Texas City Cogeneration,Yes,No,Power Plants,"C,D",29.3787,-94.944,CPN MANAGEMENT LP,100.0,221112.0,TX,106037,2023,77590.0,11852242.124,0.0,11852242.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11852242.124,0.0,0.0,0.0,0.0,0.0
463,13303 SW SILVER FOX LANE,INDIANTOWN,Martin,110002394793.0,1000505,"Indiantown Cogeneration, LP",Yes,No,Power Plants,"C,D",27.0393,-80.5144,FLORIDA POWER & LIGHT CO,100.0,221112.0,FL,65279,2018,34956.0,6843944.136,0.0,6843944.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6843944.136,0.0,0.0,0.0,0.0,0.0
464,,San Ardo,Monterey,110043089537.0,1000506,Sargent Canyon Cogeneration Facility,Yes,No,"Other,Power Plants","D,DD",35.9359,-120.8405,CHEVRON CORP,100.0,221112.0,CA,81644,2020,93450.0,1419429.464,0.0,1419429.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419429.464,0.0,0.0,0.0,0.0,0.0
465,"Star Route 42, Wunpost Road",SAN ARDO,Monterey,110035420719.0,1000507,Salinas River Cogeneration Facility,Yes,No,"Other,Power Plants","D,DD",35.9515,-120.8679,CHEVRON CORP,100.0,221112.0,CA,106038,2023,93450.0,2678276.608,0.0,2678276.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2678276.608,0.0,0.0,0.0,0.0,0.0
466,3008 80TH ST,EAU CLAIRE,Chippewa,110007776692.0,1000510,Wheaton Generating Plant,Yes,No,Power Plants,C,44.8864,-91.5158,XCEL ENERGY INC,100.0,221112.0,WI,106039,2023,54701.0,513497.544,0.0,513497.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513497.544,0.0,0.0,0.0,0.0,0.0
467,101 FRONT ST,PLEASANT HILL,Cass,110003938865.0,1000511,Ralph Green Generating Station,Yes,No,Power Plants,C,38.7865,-94.2768,GREAT PLAINS ENERGY SERVICES INC,100.0,221112.0,MO,106040,2023,64080.0,84269.964,0.0,84269.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84269.964,0.0,0.0,0.0,0.0,0.0
468,14015 S SMART RD,GREENWOOD,Jackson,110001449905.0,1000512,Greenwood Generating Station,Yes,No,Power Plants,C,38.8615,-94.2982,EVERGY INC,100.0,221112.0,MO,106041,2023,64034.0,432351.718,0.0,432351.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432351.718,0.0,0.0,0.0,0.0,0.0
469,3500 Houston River Road,Westlake,Calcasieu,110003271049.0,1000513,Nelson Industrial Steam Company,Yes,No,Power Plants,C,30.2861,-93.2917,NELSON INDUSTRIAL STEAM CO LTD,100.0,221112.0,LA,106042,2023,70669.0,22303936.726,0.0,22303936.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22303936.726,0.0,0.0,0.0,0.0,0.0
470,920 N OLIVE,KANSAS CITY,Jackson,110009338859.0,1000514,Northeast Generating Station,Yes,No,Power Plants,C,39.1231,-94.5605,GREAT PLAINS ENERGY SERVICES INC,100.0,221112.0,MO,106043,2023,64120.0,108328.894,0.0,108328.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108328.894,0.0,0.0,0.0,0.0,0.0
471,12408 6th St,Rancho Cucamonga,San Bernardino,110040570995.0,1000515,Grapeland Generating Station,Yes,No,Power Plants,D,34.09,-117.534,EDISON INTERNATIONAL,100.0,221112.0,CA,31981,2014,91739.0,37187.76,0.0,37187.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37187.76,0.0,0.0,0.0,0.0,0.0
472,13568 Hamner Ave,Ontario,San Bernardino,110030489059.0,1000516,Mira Loma Generating Station,Yes,No,Power Plants,D,34.0054,-117.5604,EDISON INTERNATIONAL,100.0,221112.0,CA,31982,2014,91761.0,37526.26,0.0,37526.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37526.26,0.0,0.0,0.0,0.0,0.0
473,10670 DALE AVE,STANTON,Orange,110040571011.0,1000517,Barre Generating Station,Yes,No,Power Plants,D,33.8073,-117.9833,EDISON INTERNATIONAL,100.0,221112.0,CA,31983,2014,90680.0,48023.872,0.0,48023.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48023.872,0.0,0.0,0.0,0.0,0.0
474,10639 FIRESTONE BLVD,NORWALK,Los Angeles,110040571020.0,1000518,Center Generating Station,Yes,No,Power Plants,D,33.9297,-118.1047,EDISON INTERNATIONAL,100.0,221112.0,CA,31984,2014,90650.0,43902.636,0.0,43902.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43902.636,0.0,0.0,0.0,0.0,0.0
475,251 North Harbor Blvd.,Oxnard,Ventura,110040570986.0,1000519,McGrath Generating Station,Yes,No,Power Plants,D,34.2054,-119.2478,EDISON INTERNATIONAL,100.0,221112.0,CA,31985,2014,93035.0,29340.84,0.0,29340.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29340.84,0.0,0.0,0.0,0.0,0.0
476,6141 NW BEAVER DR,JOHNSTON,Polk,110001766278.0,1000520,Sycamore Combustion Turbine,Yes,No,Power Plants,C,41.6722,-93.6769,BERKSHIRE HATHAWAY INC,100.0,221112.0,IA,106044,2023,50323.0,164680.282,0.0,164680.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164680.282,0.0,0.0,0.0,0.0,0.0
477,3233 WEST SHAULIS RD,WATERLOO,Black Hawk,110064081096.0,1000521,Electrifarm,Yes,No,Power Plants,C,42.4407,-92.4205,BERKSHIRE HATHAWAY INC,100.0,221112.0,IA,106045,2023,50701.0,296200.044,0.0,296200.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296200.044,0.0,0.0,0.0,0.0,0.0
478,126TH AND STATE STREET,OMAHA,DOUGLAS COUNTY,110010293967.0,1000522,DOUGLAS COUNTY LANDFILL,Yes,No,Waste,HH,41.33578,-96.1119,DOUGLAS COUNTY NEBRASKA,100.0,562212.0,NE,106046,2023,68142.0,410613.0,0.0,410613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410613.0,0.0,0.0,0.0,0.0,0.0
479,1600 PENNSYLVANIA AVENUE,TYRONE,BLAIR COUNTY,110000332186.0,1000523,TEAM TEN LLC DBA AMER EAGLE PAPER MILLS,Yes,No,Pulp and Paper,C,40.67991,-78.23557,TEAM TEN LLC,100.0,322120.0,PA,106047,2023,16686.0,1363580.284,0.0,1363580.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363580.284,0.0,0.0,0.0,0.0,0.0
480,20 WYODAK ROAD,GILLETTE,Campbell,110069499331.0,1000528,Wygen III,Yes,No,Power Plants,D,44.2892,-105.3795,BLACK HILLS CORP,52.0,221112.0,WY,106048,2023,82718.0,12129018.016,0.0,12129018.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12129018.016,0.0,0.0,0.0,0.0,0.0
481,1551 BARROW ST,HOUMA,Terrebonne,110001937076.0,1000529,Houma,Yes,No,Power Plants,"C,D",29.5808,-90.7222,TERREBONNE PARISH CONSOLIDATED GOVERNMENT,100.0,221121.0,LA,106049,2023,70360.0,396431.112,0.0,396431.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396431.112,0.0,0.0,0.0,0.0,0.0
482,7 MI SOUTHEAST OF KOUNTZE,KOUNTZE,Hardin,110040575106.0,1000530,Hardin County Peaking Facility,Yes,No,Power Plants,"C,D",30.3039,-94.2527,ENTERGY TEXAS INC,100.0,221112.0,TX,106050,2023,77625.0,811114.182,0.0,811114.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811114.182,0.0,0.0,0.0,0.0,0.0
483,7.5 MI SOUTH OF SHEPHERD,SHEPHERD,San Jacinto,110040575099.0,1000531,San Jacinto County Peaking Facility,Yes,No,Power Plants,"C,D",30.42,-95.0114,EAST TEXAS ELECTRIC COOPERATIVE INC,100.0,221112.0,TX,106051,2023,77371.0,1801103.872,0.0,1801103.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1801103.872,0.0,0.0,0.0,0.0,0.0
484,102 LAKESHORE BLVD,KISSIMMEE,Osceola,110017424553.0,1000532,Roy E Hansel Power Plant,Yes,No,Power Plants,C,28.2908,-81.4069,Florida Municipal Power Agency,100.0,221112.0,FL,15241,2012,34741.0,26283.552,0.0,26283.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26283.552,0.0,0.0,0.0,0.0,0.0
485,5117 US HIGHWAY 27,BRANFORD,SUWANNEE COUNTY,110007032638.0,1000533,SUWANNEE AMERICAN CEMENT,Yes,No,Minerals,H,29.9616,-82.8497,CRH AMERICAS INC,100.0,327310.0,FL,106052,2023,32008.0,6305915.35,0.0,6305915.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6305915.35,0.0,0.0,0.0,0.0,0.0
486,700 MEE ST,FILER CITY,Manistee,110071161444.0,1000534,TES Filer City Station,Yes,No,Power Plants,C,44.217,-86.2906,CMS ENERGY CORP,50.0,221112.0,MI,106053,2023,49634.0,7722869.61,0.0,7722869.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7722869.61,0.0,0.0,0.0,0.0,0.0
487,304 OLD OKAHOLA SCHOOL ROAD,PURVIS,Lamar,110000377271.0,1000535,R D Morrow Senior Generating Plant,Yes,No,Power Plants,D,31.2194,-89.3933,COOPERATIVE ENERGY A MISSISSIPPI ELECTRIC COOPERATIVE,100.0,221112.0,MS,106054,2023,39475.0,9347694.628,0.0,9347694.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9347694.628,0.0,0.0,0.0,0.0,0.0
488,3200 Berlin Drive,LA CROSSE,LA CROSSE COUNTY,110038457452.0,1000536,LA CROSSE COUNTY SOLID WASTE MANAGEMENT FACILITY,Yes,No,Waste,"C,HH",43.883285,-91.162154,COUNTY OF LA CROSSE WISCONSIN,100.0,562212.0,WI,106055,2023,54601.0,627918.2,0.0,627918.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627918.2,0.0,0.0,0.0,0.0,0.0
489,725 BANK ST,WATERBURY,New Haven,110033185915.0,1000538,Waterbury Generation,Yes,No,Power Plants,D,41.5444,-73.0416,MPH WATERBURY LLC,100.0,221112.0,CT,106056,2023,6708.0,239940.353,0.0,239940.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239940.353,0.0,0.0,0.0,0.0,0.0
490,2732A CR 623,OSCEOLA,Mississippi,110033168391.0,1000539,Plum Point Energy Station,Yes,No,Power Plants,"C,D",35.6626,-89.9469,PLUM POINT ENERGY ASSOCIATES LLC,56.85,221112.0,AR,106057,2023,72370.0,54700907.49,0.0,54700907.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54700907.49,0.0,0.0,0.0,0.0,0.0
491,651 HAWKINS BLVD,EL PASO,El Paso,110005162457.0,1000540,Copper Station,Yes,No,Power Plants,C,31.7569,-106.375,EL PASO ELECTRIC CO,100.0,221112.0,TX,106058,2023,79915.0,453847.33999999997,0.0,453847.33999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453847.33999999997,0.0,0.0,0.0,0.0,0.0
492,402 EAST BEAL ROAD,NILAND,Imperial,110040573732.0,1000541,Niland Gas Turbine Plant,Yes,No,Power Plants,D,33.2432,-115.498,IMPERIAL IRRIGATION DISTRICT,100.0,221112.0,CA,106059,2023,92257.0,525593.652,0.0,525593.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525593.652,0.0,0.0,0.0,0.0,0.0
493,1260 FM 448,WINCHESTER,Fayette,110035090843.0,1000542,Winchester Power Park,Yes,No,Power Plants,D,30.0253,-96.9945,LOWER COLORADO RIVER AUTHORITY,100.0,221112.0,TX,106060,2023,78945.0,474047.49600000004,0.0,474047.49600000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474047.49600000004,0.0,0.0,0.0,0.0,0.0
494,6850 Energy Center Drive,Jacksonville,Duval,110071161132.0,1000544,Greenland Energy Center,Yes,No,Power Plants,"C,D",30.1603,-81.5164,JACKSONVILLE ELECTRIC AUTHORITY,100.0,221112.0,FL,106061,2023,32256.0,2484923.86,0.0,2484923.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2484923.86,0.0,0.0,0.0,0.0,0.0
495,43627 WEST PANOCHE ROAD,FIREBAUGH,Fresno,110040575981.0,1000545,"Midway Peaking, LLC",Yes,No,Power Plants,D,36.654,-120.5797,MIDDLE RIVER POWER LLC,100.0,221112.0,CA,106062,2023,93622.0,371302.524,0.0,371302.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371302.524,0.0,0.0,0.0,0.0,0.0
496,43883 WEST PANOCHE ROAD,FIREBAUGH,Fresno,110071161134.0,1000546,Panoche Energy Center,Yes,No,Power Plants,D,36.6513,-120.5833,EIF PANOCHE LLC,100.0,221112.0,CA,106063,2023,93662.0,3816991.228,0.0,3816991.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3816991.228,0.0,0.0,0.0,0.0,0.0
497,7705 WEST BAY ROAD,ELDON,Chambers,110015743301.0,1000547,Cedar Bayou 4,Yes,No,Power Plants,D,29.752,-94.923,OPTIM ENERGY LLC,50.0,221112.0,TX,106064,2023,77523.0,8374847.72,0.0,8374847.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8374847.72,0.0,0.0,0.0,0.0,0.0
498,35435 Pala Del Norte Rd.,Pala,San Diego,110043815538.0,1000548,Orange Grove Project,Yes,No,Power Plants,D,33.359,-117.111,J POWER USA DEVELOPMENT CO LTD,100.0,221112.0,CA,106065,2023,92059.0,305790.388,0.0,305790.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305790.388,0.0,0.0,0.0,0.0,0.0
499,BUILDING 353,CORONADO,San Diego,110024471908.0,1000549,North Island,Yes,No,Power Plants,C,32.705,-117.189,ATLANTIC POWER CORP,100.0,221112.0,CA,65307,2018,92118.0,1322230.5459999999,0.0,1322230.5459999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322230.5459999999,0.0,0.0,0.0,0.0,0.0
500,2608 C.G.Woodson Road,New Canton,Buckingham,110040579424.0,1000550,Bear Garden Generating Station,Yes,No,Power Plants,"C,D",37.6961,-78.2848,DOMINION ENERGY INC,100.0,221112.0,VA,106066,2023,23123.0,16872451.368,0.0,16872451.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16872451.368,0.0,0.0,0.0,0.0,0.0
501,1651 WEST DERBY AVENUE,AUBURNDALE,Polk,110069998649.0,1000551,Auburndale Peaker Energy Center,Yes,No,Power Plants,D,28.0534,-81.8059,CALPINE CORP,100.0,221112.0,FL,65309,2018,33823.0,111897.884,0.0,111897.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111897.884,0.0,0.0,0.0,0.0,0.0
502,3425 Russell Creek Road,St. Paul,Wise,,1000552,Virginia City Hybrid Energy Center,Yes,No,Power Plants,D,36.9161,-82.3381,DOMINION ENERGY INC,100.0,221112.0,VA,106067,2023,24283.0,24281440.624,0.0,24281440.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24281440.624,0.0,0.0,0.0,0.0,0.0
503,1430 SPARROWS POINT BOULEVARD,SPARROWS POINT,Baltimore,110035428551.0,1000553,RG Steel Sparrows Point LLC,Yes,No,Metals,"C,Q",39.2135,-76.4727,RG Steel LLC,100.0,331111.0,MD,7261,2011,21219.0,4444533.458000001,0.0,4444533.458000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4444533.458000001,0.0,0.0,0.0,0.0,0.0
504,2861 COLONIAL ROAD,TARBORO,EDGECOMBE,110013975706.0,1000554,EDGECOMBE COUNTY LANDFILL,Yes,No,Waste,"C,HH",35.914656,-77.583985,Edgecombe County Solid Waste Department,100.0,562212.0,NC,32012,2014,27886.0,90095.932,0.0,90095.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90095.932,0.0,0.0,0.0,0.0,0.0
505,401 Hook Road,Bayonne,Hudson,110043803685.0,1000555,Bayonne Energy Center,Yes,No,Power Plants,D,40.6529,-74.0916,BAYONNE ENERGY CENTER LLC,100.0,221112.0,NJ,106068,2023,7002.0,5118450.635,0.0,5118450.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5118450.635,0.0,0.0,0.0,0.0,0.0
506,25 Medical Center Way,San Francisco,SAN FRANCISCO COUNTY,110071160831.0,1000557,"University of California, San Francisco - Parnassus Campus",Yes,No,Other,C,37.762505,-122.456385,STATE OF CALIFORNIA,100.0,611310.0,CA,106069,2023,94143.0,803621.322,0.0,803621.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803621.322,0.0,0.0,0.0,0.0,0.0
507,400 N 27th Lane,Pueblo,Pueblo,110055506527.0,1000558,Pueblo Airport Generating Station,Yes,No,Power Plants,D,38.322,-104.533,BLACK HILLS CORP,100.0,221112.0,CO,106070,2023,81001.0,6747641.036,0.0,6747641.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6747641.036,0.0,0.0,0.0,0.0,0.0
508,6811 Weld County Road #31,FORT LUPTON,Weld,110071161138.0,1000559,J.M. Shafer Generating Station,Yes,No,Power Plants,"C,D",40.0979,-104.7745,TRI-STATE GENERATION & TRANSMISSION ASSOC INC,100.0,221112.0,CO,106071,2023,80621.0,4848189.172,0.0,4848189.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4848189.172,0.0,0.0,0.0,0.0,0.0
509,222 N. Johnson Ave,El Cajon,San Diego,110043330106.0,1000560,El Cajon Energy Center,Yes,No,Power Plants,D,32.7971,-116.972,WELLHEAD ELECTRIC CO,100.0,221112.0,CA,40649,2015,92020.0,75634.92,0.0,75634.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75634.92,0.0,0.0,0.0,0.0,0.0
510,3366 93rd Ave SE,Spiritwood,Stutsman,110039526377.0,1000561,Spiritwood Station,Yes,No,Power Plants,"C,D",46.925,-98.5,GREAT RIVER ENERGY,100.0,221112.0,ND,106072,2023,58481.0,4107402.2800000003,0.0,4107402.2800000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4107402.2800000003,0.0,0.0,0.0,0.0,0.0
